,price
38839,4672
52280,7243
60498,1050
181206,788
110152,4469
73485,6982
153536,984
107410,10888
99900,2703
88967,1064
171566,6511
129991,992
65819,666
181069,1982
23183,7079
20621,2363
74766,7016
136202,868
19407,1300
170184,810
1463,6620
51118,2082
85777,1367
76443,776
18216,17334
140093,2393
102561,675
70860,899
183480,1052
126703,3179
21718,4125
18551,4980
34138,5014
156855,561
115597,14341
180384,1632
180505,773
64504,5029
186519,2419
149894,3274
154882,11711
158089,526
34107,3538
14603,910
47215,720
189128,1612
76592,2756
136022,10685
3574,2883
160572,1226
189146,15688
116642,2081
150454,6250
5922,5368
46831,2143
32284,1230
8472,8572
123018,5305
146660,5270
9925,5483
67820,11061
128164,2318
147304,776
164057,4703
78139,4064
24353,2415
22790,760
72187,7162
84313,564
46992,2573
65229,2258
162289,536
153297,6017
52308,789
157838,1415
135379,6660
50690,14057
6378,18113
55693,906
102446,1904
77142,1641
82412,421
154112,11923
176386,9105
147611,568
135818,3057
190824,8825
166931,2282
86898,12883
80423,6822
90258,4497
162345,542
147593,16626
13726,3161
47056,878
29801,4581
45210,9069
47212,809
118471,4338
109665,2036
56982,743
149649,4745
170719,4861
155267,5052
61644,6860
148135,1600
129568,1306
58229,9242
178503,3868
105679,1340
99135,8848
50544,1378
97394,2364
74449,852
184688,1378
38650,1397
31689,10028
21236,10851
21560,1069
8608,3007
155665,6296
83625,8681
141174,4241
79048,3898
115078,3267
28112,13596
80798,3450
140993,1436
181168,2177
42725,8985
56521,5091
181498,1436
5965,2104
190466,871
14773,5815
88021,1582
3149,10267
9710,408
169258,10789
16172,8446
106441,2695
18878,4336
33890,473
156006,6224
170126,6922
74139,1564
28342,5368
65201,3080
169425,853
185163,2858
38776,603
56449,709
130244,1067
27813,5671
136604,1385
137949,2170
185107,8752
84326,7476
80402,2265
138950,2441
12153,680
103875,1588
17339,4021
15968,1218
133535,676
51630,500
79566,6442
26214,1741
155100,2240
79979,802
21069,2637
186963,4981
3102,3629
98350,1715
85341,15189
49831,1680
155514,8108
3344,2479
13489,8442
148523,2351
80005,477
12351,1343
71094,984
29861,404
51204,1831
117571,5235
18437,1253
82889,4284
48523,2648
178656,367
183090,1316
85296,1097
188743,580
5770,2070
17075,787
121976,593
64897,18276
59474,776
86667,5082
190775,1662
129889,676
146982,8687
14581,6987
137862,802
22459,687
23172,3669
172374,842
46633,4010
96614,2343
18594,876
57424,1170
69664,9677
61787,5601
20722,2316
24677,15324
129059,12200
73056,1666
139207,6146
45675,1943
131660,1356
163263,8999
37537,3720
28772,1438
155694,2475
137919,756
128129,982
91175,1262
90749,716
62094,12342
20274,2340
72077,6600
169690,1749
126749,789
148476,13278
181287,8549
32072,5174
56817,2330
110276,802
82165,1377
3840,756
63049,5804
37176,906
95136,11717
180468,4642
188067,4415
181765,1864
33813,6399
185367,605
156701,3020
10618,12095
14619,12196
101129,9189
167302,2056
124505,1580
112546,2193
39108,4138
76012,5937
147337,647
119372,17024
2844,1362
57838,1785
32002,5714
33295,8645
186209,4788
137804,807
9373,486
22594,493
126505,489
149192,862
114485,1240
3776,984
9598,11489
167275,2893
95605,645
62545,4044
52323,7392
99510,449
150803,5739
163907,876
55804,6908
69127,4764
46416,4002
79043,775
165770,647
39230,972
5852,480
74448,4156
56814,2155
125970,1327
139107,1181
61255,373
48783,2319
20796,4308
43426,1400
7870,4989
182893,732
112872,2846
14940,8643
51520,926
171615,4082
162301,1621
120698,5817
22977,3841
42651,10129
38306,969
104248,1571
168759,3521
173645,3429
125875,1569
101588,13603
102494,8415
17164,1806
137971,1875
167787,6098
184307,11605
71747,1669
38641,2728
21035,5242
90112,536
56434,5407
68521,4937
57156,945
155606,9870
22730,537
159301,6833
100805,761
187968,830
154590,914
177938,790
105733,1153
127124,17143
90664,5322
175732,827
63929,899
170183,626
172249,6518
19059,997
20249,11011
56969,2116
91245,17010
169541,3167
185290,779
142364,13560
161826,7443
82101,1928
24027,4689
144292,844
155333,1408
76469,17250
13644,668
116287,5175
2124,1046
117678,942
11847,1655
100391,2366
80001,9850
10606,3025
75424,2562
63785,572
31399,4092
76672,6509
185581,1583
1675,7418
68071,2226
154795,5464
20779,5807
50367,2633
166441,1243
38767,17009
52365,589
191087,6796
4974,13929
130246,3265
53884,628
162257,3837
78785,1444
108692,835
110620,2131
96198,1295
5915,666
13470,7145
33936,834
76983,673
74598,1637
153978,13203
190371,2781
56856,3057
175662,609
53389,2090
35141,1654
19768,15690
10048,921
37630,3741
1900,2694
28520,2441
93000,698
10644,15122
187744,2797
63904,872
11260,2832
184794,703
160671,838
5255,3669
163684,10744
115701,7974
174962,829
63450,526
41515,3901
118232,1840
125187,13369
153254,732
81413,2173
108292,10217
142677,477
19985,4435
76506,4290
20492,12236
34736,6132
163037,830
131910,3461
59377,1142
81080,988
135998,3624
32471,4503
88424,3710
112605,811
134225,16287
103781,5308
154703,1238
99903,3997
125035,6870
63945,603
95906,2282
150272,1013
62910,4050
143167,1787
175563,1624
116535,521
192397,7372
145170,540
51874,4705
140970,2268
2228,10619
94060,4550
58275,6031
142174,4443
144152,4321
174678,459
188160,4940
110392,2028
178864,1813
166805,18069
24127,942
112263,936
3633,11074
87554,694
154287,5763
50253,2975
77900,12207
63351,3524
140648,1662
191356,478
101796,4562
78120,678
111772,7432
98518,587
143110,994
113482,1365
147721,4355
190217,6369
185424,930
16381,4509
193090,1583
91490,4988
149548,524
58077,5597
42615,507
68034,1390
155476,807
81278,6342
40360,6600
15274,789
31121,2897
109439,2623
54081,794
34376,1356
126444,2761
86546,5384
133904,957
156953,1851
181898,772
124834,1654
16656,10758
55836,4662
92289,1048
37871,551
36662,974
58061,1607
13972,5655
3674,873
177356,5506
169674,10374
62011,3872
129118,12764
185679,5305
86459,6126
83809,2692
174976,641
75638,6182
103802,7548
86197,1327
83529,1450
179909,11179
101884,7633
60317,1016
131529,475
180051,11554
186016,6393
25399,1873
78949,691
11671,1664
138854,2717
15601,1163
44058,3220
126779,3455
89992,5777
35535,5980
98840,3998
85631,705
35491,3360
91408,404
188094,3388
103723,2266
84231,579
78991,765
163328,864
129202,2292
162844,7006
79120,5683
13267,3660
127647,2342
61383,2013
8832,373
115818,3019
57947,17955
40817,4072
183308,16787
166474,833
71711,1786
53889,1333
90924,1400
125886,2112
47208,928
53754,1720
63780,816
114799,1295
73534,7175
15863,4946
48502,1274
123545,16064
168031,537
130022,1684
94310,573
147056,6177
69895,15282
24533,668
130619,3093
188079,903
95710,1396
38080,4486
97256,505
151490,4588
41377,1250
113602,692
4467,4805
118719,4405
23876,4769
68366,1809
184614,11607
18509,3217
28796,515
116533,4739
185547,866
72003,675
107436,1559
60888,10069
4368,3105
81502,918
181710,13757
136401,3519
47695,2805
105862,1847
137695,5387
125693,1432
69321,851
184797,2341
52441,1112
35167,776
38491,608
118131,10401
95449,10473
191496,3131
62516,802
10708,526
96021,709
83954,14691
50156,992
161398,1124
11848,4234
78286,8529
170729,4564
178550,7577
16349,723
69408,6517
159058,9596
127357,4429
140557,1790
103765,772
2705,554
110824,505
41223,709
173578,4724
80112,2329
179718,1388
175213,4253
26761,2882
51532,5821
1692,2440
24862,15111
179677,6558
117960,2275
192776,776
135540,947
69227,5273
490,5105
127941,8005
70450,481
102225,4428
85565,1632
95699,9116
126960,3651
111935,626
49806,3553
143112,1664
97457,1846
29597,717
98748,11108
42061,11092
49355,7283
84237,628
69952,2070
180049,2360
169098,17235
132529,9377
695,755
52171,6974
143647,3561
76823,6673
35782,15690
191865,1818
168551,1020
113562,984
70584,3755
68503,844
1166,4355
170763,2182
126275,2473
19617,2066
56159,863
77748,2202
140955,1963
153353,3644
25572,2078
40742,13811
25297,1197
21106,1110
72465,15119
160282,3920
77056,2184
159048,1431
189820,702
185261,5234
183610,1930
121367,10852
155248,15026
119051,666
59310,645
1827,1060
13004,4484
34034,523
40805,11853
26675,13434
133246,12117
133237,7032
139170,9095
14857,876
193566,7397
98676,1940
87364,13853
139179,6912
119141,4138
168429,9526
76271,708
135256,2815
76966,2671
51252,834
56990,6779
51295,2368
122666,2721
39492,18115
107991,1430
13032,4953
173706,947
12642,732
112738,621
178882,1787
167834,5649
137453,5408
111226,6007
112247,5436
67545,1987
45506,12626
129932,10396
103856,613
90742,3044
148495,11774
85709,3020
98888,663
99044,5743
47256,5234
113537,1449
50245,571
1930,949
73581,534
54676,583
86015,15498
187388,3290
25341,7286
145636,7697
27466,5460
67106,1940
1525,1232
28934,1096
149907,1396
60378,1689
19761,3941
120464,6600
73013,573
186193,12493
141254,498
102570,1956
128055,6236
49918,3945
68233,15615
40234,889
6426,825
34275,791
101650,3225
1862,526
130933,1754
97006,4948
169003,974
103421,2292
25928,10388
77836,4386
40487,529
36574,6290
154817,4859
69137,6232
161135,1654
43598,4953
5903,1056
68621,6346
47762,5287
172652,789
185434,636
33607,759
184841,556
133067,4800
127496,866
17053,17760
173255,1295
56043,645
19218,4718
153455,2333
135768,5174
170347,8831
75460,1257
17969,911
185766,9876
97582,5076
102183,5189
190166,6126
189428,5250
176631,1157
5363,2567
88320,13462
42123,2858
18495,4242
67611,743
168761,689
35552,561
4035,4355
125292,706
149025,542
123238,14148
182921,1911
45280,626
64713,1659
27704,863
122581,5999
1019,3199
169716,552
158040,1960
180194,1902
92357,8770
45894,1077
148765,408
88426,2648
146346,3089
152408,1154
523,646
65628,6659
86455,4386
109030,863
176927,906
59597,974
19233,2090
10188,2394
172819,4032
104899,5211
19150,2473
29832,834
177174,5538
186063,2049
167249,11169
49609,526
42539,3663
114572,874
177812,6318
131908,628
157837,828
95178,5885
40578,1701
177339,445
53507,1014
17919,961
150191,942
66238,1715
116182,2059
182755,4240
175171,2418
158565,2034
116444,8669
85624,3696
162749,2573
77448,6989
105206,1171
45274,2939
82254,710
45142,4791
63597,4516
114982,898
24188,1645
98781,969
128263,2572
29397,676
75167,2405
106878,9298
7112,1250
128266,16148
140380,2707
16216,1359
38726,5858
17843,17323
54559,4971
192055,764
24973,1052
179774,15874
164402,15426
10850,3624
183723,3713
153685,3867
91775,3363
176758,18493
154399,853
181849,2883
43045,9604
117803,3018
187332,3026
53825,732
117142,8061
42267,5313
71239,13307
112778,8904
73167,1015
157358,5027
59944,3936
165579,1266
109436,4909
105726,1094
102309,4826
182777,5443
87925,9633
57607,5577
160205,2941
160611,7340
152112,5864
3221,505
93559,2146
1171,3216
101296,418
118479,2307
48471,2724
185849,878
47829,4118
17154,6288
93273,13678
192953,4466
23060,3311
86195,4781
69163,3403
75627,4118
21523,1719
109310,18691
32166,644
95298,4718
6478,4321
8700,1389
5646,1173
23773,776
118762,1359
184832,1251
53582,1720
148760,2870
15288,620
79308,2777
78577,625
160934,3274
127761,4832
108273,575
185626,17442
92014,4836
174753,9576
39037,668
161541,975
73069,2522
27686,4574
99702,4650
39623,665
76292,2726
107452,9682
14471,3282
149497,983
46466,616
109580,13884
186067,1367
91030,2394
81051,4452
117779,6290
172887,3856
171249,11088
57180,5147
26632,4214
111812,4038
179943,1013
133254,2287
51802,1263
163526,603
190519,653
36576,1932
82219,631
57052,3181
177764,705
125743,1059
155634,1214
33730,4688
145294,1119
49285,535
193178,12631
110535,687
96264,17569
147391,4193
135234,828
106396,1250
10335,719
15313,614
110527,10389
121557,10962
135989,1621
145760,2008
39079,4761
7632,13846
79280,722
50811,3819
160896,1777
121855,11263
193214,3709
190339,8820
124831,678
33473,765
28789,2697
40839,9450
8988,1123
181235,921
98094,1240
94412,1878
56931,4413
159036,1238
150645,2795
56470,530
126364,7603
61923,3763
175428,1949
112215,2196
138100,1882
35213,15255
136783,1171
140403,5405
11072,3061
116489,6925
1493,489
49168,589
5687,5913
171490,1881
87665,5159
154143,4885
12020,1223
168698,741
18721,15773
162554,6352
50236,9068
97521,622
27137,574
161173,4399
132653,4326
48876,3620
29341,3407
80457,7276
38045,891
97321,3276
192662,2107
60203,709
161896,954
4077,429
181563,802
165084,1559
14610,858
57090,2971
28096,2583
51626,5280
85634,5411
58072,3447
88520,842
5145,9810
55185,7424
147476,1950
67382,2772
48525,1701
98994,884
32080,1077
141965,4283
174546,2054
78242,1957
54143,8097
991,8688
180997,1722
74814,16985
115782,2550
125222,814
18315,13006
18954,704
30260,1601
132428,516
88511,6346
163096,3908
20507,8365
93442,921
129203,1548
94282,1369
104616,2825
165122,746
26752,1821
94795,1250
126064,2978
27720,725
107371,694
161316,755
58335,6751
93643,2513
41391,1615
9296,4056
175125,2505
92230,5434
128102,4620
18587,2843
123236,5236
55274,3368
77325,9921
105685,890
163642,1869
33070,739
139239,6479
35015,1367
162366,666
171057,782
66460,4328
38775,526
80288,5235
170874,580
94999,1931
149531,4830
83844,16378
88776,13506
158284,791
68596,666
85191,1626
110640,2512
148487,3669
176341,8033
71143,625
112912,1232
71921,3234
167650,15840
92990,1692
124848,4436
163800,4304
17596,3303
95773,1348
127595,8912
1,13387
192936,5087
175827,644
26194,2058
152794,802
63757,11400
172240,583
76467,11077
9763,4598
179260,2180
58950,14579
40777,709
42157,436
166186,1680
193504,3126
64762,14488
154484,2319
21180,13196
76485,3918
172674,929
122252,4118
165841,770
142427,882
99628,5172
48761,13333
179074,2855
161963,659
183476,992
106814,4593
65919,1865
125620,2207
43697,1752
22915,1999
16033,1445
191546,2803
118511,5088
57071,6737
109662,805
99832,9278
64425,3625
138698,3668
22702,2632
174330,16582
49481,1662
73991,6416
20171,16339
38876,4191
98596,2079
55273,12778
82775,4093
94870,986
49710,2004
53973,447
149892,3507
162455,9389
18024,1250
10092,388
155782,1030
186134,10789
192322,3090
27611,1125
120313,5551
36730,3200
139196,7587
136214,8483
7397,4991
92467,530
41077,1295
188652,1194
11068,625
141638,10628
102073,1340
175299,589
5809,446
73315,489
126235,719
137242,4254
97548,641
32446,1691
55924,3146
130192,1312
29401,4484
168584,2655
16860,1608
43477,11333
36535,1655
7796,1203
47516,1327
64787,649
146459,3145
89772,7560
54874,4355
97901,3047
137018,2360
183680,1816
29512,918
124180,6416
140714,1094
65399,1899
74822,2005
66378,12152
26591,3016
69450,801
137487,4207
165957,5252
4469,6319
106066,2079
93707,6159
64549,1820
83530,440
70861,756
192374,1112
183001,4872
39689,2897
30611,4588
97897,8763
115932,2010
123495,9060
118707,7929
121917,1114
9026,1355
72764,2702
150916,9683
37802,8192
171666,2351
37244,620
186864,812
29562,5613
127699,447
115073,802
103035,4739
172417,1812
152036,2388
95855,1297
98374,707
122466,559
73292,7001
169322,1264
155003,1024
113623,2825
15912,3577
62913,1406
92213,13853
125610,872
117103,526
152294,4063
15460,10933
166954,15729
95033,572
18648,1079
159604,8924
184413,956
182613,6962
43684,3082
99513,1974
138176,680
164555,10011
37766,4276
138343,5922
123403,767
87089,1107
66925,9377
75184,3749
140496,3218
161765,3389
125497,5331
162450,5839
99302,681
154587,5050
90115,3904
9860,918
153911,2098
54474,541
108911,1318
85904,707
9188,14646
1251,12829
77364,10732
26116,868
37017,11655
191046,498
123285,2999
23474,1359
3392,11233
187621,654
86272,5128
35410,1077
1671,1005
31438,1547
7528,627
31893,2232
156623,6250
174160,872
2353,7553
125032,2846
44455,3217
183664,1330
100553,13508
27517,1359
48903,706
28458,2222
34453,1354
116857,2896
105884,3137
167510,544
22465,1015
39997,480
180268,4578
92012,3045
12724,2329
133064,3307
87901,1400
40473,468
40191,893
180861,3614
9518,998
134604,4666
37466,2633
149922,4068
110336,5127
5359,506
90,7152
105208,2285
162131,3219
140246,2283
38292,721
40424,1153
183697,7305
9660,956
35404,552
81765,3971
60562,658
179720,4368
191717,871
69281,4028
145595,710
57385,805
77805,3570
81188,1722
107574,706
117612,743
52654,1847
183520,2055
62905,5301
77127,933
26731,4410
151291,1624
179174,886
30143,5824
34420,7291
88517,3856
46866,2089
98570,7959
129728,5443
130602,16316
146251,2346
3408,9682
20527,2617
86181,1226
102749,600
91479,11924
176778,6301
153719,10984
169727,1390
3428,4232
101199,2164
40922,1393
191227,1962
58145,1935
74719,16304
160695,7900
22630,2607
48701,992
67976,1179
9783,6539
34400,8776
26984,886
12532,544
19483,454
79483,8517
5561,2635
69362,695
124074,1235
164062,2150
114627,4198
20083,872
171345,4631
185466,5006
112785,4689
51819,1389
82603,1978
67366,2550
181701,607
113760,3134
85097,2761
63682,1587
18977,3552
110279,10302
139542,2507
168304,773
21981,608
116303,4588
130375,2363
84781,1059
189111,435
82133,1222
40415,2838
27010,784
159143,422
160561,1300
98398,1808
179158,854
114903,3102
81936,906
112198,2083
28628,737
12643,4914
4065,4488
158135,540
5771,17666
186862,574
145618,4620
193465,895
48828,942
180046,692
136422,6963
143410,4274
153232,1007
21704,4389
71761,866
123697,4616
167367,4969
39111,1144
170511,580
167914,5480
122278,10483
25354,2573
185920,2184
5767,4514
122031,1884
126978,2161
32440,1675
81355,2147
6766,921
53562,1721
165892,3756
44970,3763
183639,5484
92432,3841
30492,1273
30958,3990
127825,4259
62265,7375
1713,7198
28650,6612
166789,707
98070,18787
67734,2143
40523,653
106536,4924
16904,812
70920,4936
40497,926
70224,886
2726,1754
109374,6746
59708,680
151875,2728
170080,7987
134080,6071
142221,1420
11647,5285
58907,3127
53011,4939
22476,507
66660,816
97118,3138
64483,803
163264,5665
117866,1848
94972,2918
32444,11226
162765,723
186599,13714
28815,13666
17887,990
102950,1580
157926,1712
108815,462
36795,16383
92224,2644
63730,1712
129952,4974
60247,507
33195,12872
155845,4312
189982,1415
82461,874
126414,878
93419,608
75800,6169
30707,5319
8788,2410
123839,4851
55549,6223
98454,737
190429,645
46469,17358
107314,4871
132494,13299
165557,1627
35073,921
190967,8714
80424,1026
60731,9939
58662,12059
151300,923
66275,11525
48229,2347
50170,732
53966,2569
31470,3164
21297,7861
129816,2210
85645,2726
19543,1073
3022,6552
56429,461
73566,8364
